Province,Program Stream,Employer,PostalCode,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
Quebec                                                                     ,Low Wage            ,Multi Brosses Inc,"St-Jules, QC G0N 1R0",94124-Woodworking machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Multi-m�nage w.s,"Qu�bec, QC G3K 0C4",14403-Purchasing and inventory control workers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Multiver Lt�e,"Qu�bec, QC G1M 1C8",94102-Glass forming and finishing machine operators and glass cutters,Unknown,1,2
Quebec                                                                     ,Low Wage            ,mundial,"Saint-Raymond, QC G3L  1J",63200-Cooks,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Myk toiles remorques drummond inc.,"St-Germain-de-Grantham, QC J0C 1K0","92015-Supervisors, textile, fabric, fur and leather products processing and manufacturing",Unknown,1,1
Quebec                                                                     ,Low Wage            ,N.V.Cloutier Inc,"Sherbrooke, QC J1J 2H1",64100-Retail salespersons and visual merchandisers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Nadif Entretien M�nager s.a.,"Qu�bec, QC G1E 4Y8",65310-Light duty cleaners,Unknown,1,1
Quebec                                                                     ,Low Wage            ,NADOR INC.,"Qu�bec, QC G1M 2Y2",95106-Labourers in food and beverage processing,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Nagas Innovation,"Varennes, QC J3X 1P7",72422-Electrical mechanics,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Nationex inc.,"Longueuil, QC J3Y 5T7",75101-Material handlers,Unknown,2,2
Quebec                                                                     ,Low Wage            ,NATURART INC.,"Lac-Brome, QC J0E 2P0",85121-Landscaping and grounds maintenance labourers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Nature 3M inc.,"Normandin, QC G8M 4H9",13110-Administrative assistants,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Nature 3M inc.,"Normandin, QC G8M 4H9","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,5
Quebec                                                                     ,Low Wage            ,Nature 3M inc.,"Normandin, QC G8M 4H9","94130-Textile fibre and yarn, hide and pelt processing machine operators and workers",Unknown,1,2
Quebec                                                                     ,Low Wage            ,natureexpert.ca,"st marie madeleine, QC J0H 1S0",85121-Landscaping and grounds maintenance labourers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Nemaska Development Corporation,"Nemaska, QC J0Y 3B0","65102-Store shelf stockers, clerks and order fillers",Unknown,2,3
Quebec                                                                     ,Low Wage            ,NEOPOLIS COURRIER INC.,"Terrebonne, QC J6V 1J1",75201-Delivery service drivers and door-to-door distributors,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Nettoyeur Sept-�les Valet service Lt�e,"Sept-Iles, QC G4R 1X2","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Nettoyeur Sept-�les Valet service Lt�e,"Sept-Iles, QC G4R 1X2",72421-Appliance servicers and repairers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Nick Khouzam Holdings inc,"Laval, QC H7W 5N2",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Nicol Auto Inc.,"La Sarre, QC J9Z 2J1","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Niedner Inc,"Coaticook, QC J1A 2S2","94131-Weavers, knitters and other fabric making occupations",Unknown,2,4
Quebec                                                                     ,Low Wage            ,Nirvana chauffe piscine inc.,"Trois-Rivieres, QC G8Z 4G3","72402-Heating, refrigeration and air conditioning mechanics",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Nitek Laser inc.,"Nicolet, QC J3T 1R7",94105-Metalworking and forging machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,NMP Golf Construction Inc.,"Sainte-Madeleine, QC J0H 1S0",85121-Landscaping and grounds maintenance labourers,Unknown,5,37
Quebec                                                                     ,Low Wage            ,Normec Industries inc.,"Sept-�les, QC G4R 1L2",72106-Welders and related machine operators,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Nortera Foods Inc.,"St-Denis-sur-Richelieu, QC J0H 1K0",95106-Labourers in food and beverage processing,Unknown,5,39
Quebec                                                                     ,Low Wage            ,Nu-b inc.,"Vaudreuil-Dorion, QC J7V 5V5",95104-Labourers in rubber and plastic products manufacturing,Unknown,1,9
Quebec                                                                     ,Low Wage            ,Nutri-Oeuf St-Hyacinthe inc.,"Saint-Hyacinthe, QC J2S  1H",75101-Material handlers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Nutri-Oeuf St-Hyacinthe inc.,"Saint-Hyacinthe, QC J2S  1H","94140-Process control and machine operators, food and beverage processing",Corporation,1,1
Quebec                                                                     ,Low Wage            ,Nutri-Oeuf St-Hyacinthe inc.,"Saint-Hyacinthe, QC J2S  1H",95106-Labourers in food and beverage processing,Corporation,3,18
Quebec                                                                     ,Low Wage            ,Obeliks Inc.,"Montr�al, QC H3C 2B1",12100-Executive assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Oeuf plus 2,"St-Jean-sur-Richelieu, QC J3B  8C",62020-Food service supervisors,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Olymel s.e.c / l.p,"Boucherville, QC J4B 8P4","94140-Process control and machine operators, food and beverage processing",Unknown,1,12
Quebec                                                                     ,Low Wage            ,Olymel s.e.c / l.p,"Boucherville, QC J4B 8P4","94141-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,5,52
Quebec                                                                     ,Low Wage            ,Olymel s.e.c / l.p,"Boucherville, QC J4B 8P4",95106-Labourers in food and beverage processing,Unknown,3,113
Quebec                                                                     ,Low Wage            ,Olymel S.E.C/L.P,"Boucherville, QC J4B 8P4","94141-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,8
Quebec                                                                     ,Low Wage            ,Olymel S.E.C/L.P,"Boucherville, QC J4B 8P4",95106-Labourers in food and beverage processing,Unknown,1,4
Quebec                                                                     ,Low Wage            ,ONGLES COCKTAIL INC.,"Gatineau, QC J8R 0E1","63211-Estheticians, electrologists and related occupations",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Optimoule Inc,"Thetford Mines, QC G6G 7H4",72101-Tool and die makers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Optique Cristal (1988)inc.,"Chicoutimi, QC G7H 4R2",33109-Other assisting occupations in support of health services,Unknown,1,1
Quebec                                                                     ,Low Wage            ,OPTIQUE DOYLE MAGOG INC.,"Mascouche, QC J7K 3B6",33109-Other assisting occupations in support of health services,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Orange Paysagement Inc,"Saint-Charles Borrom�e, QC J6Y 7Y8",85121-Landscaping and grounds maintenance labourers,Corporation,1,11
Quebec                                                                     ,Low Wage            ,OSI Pr�cision Inc,"Saint-Georges, QC G6A 1E4",72100-Machinists and machining and tooling inspectors,Unknown,1,2
Quebec                                                                     ,Low Wage            ,O'SOMMET DONNACONA,"Donnacona, QC G3M 0G6","33102-Nurse aides, orderlies and patient service associates",Corporation,1,1
Quebec                                                                     ,Low Wage            ,O'SOMMET DONNACONA,"Donnacona, QC G3M 0G6",63200-Cooks,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Ouellet Canada Inc.,"L'Islet, QC G0R 2C0","94202-Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Oxyg�ne Dolbeau,"Dolbeau-Mistassini, QC G8L 1Z6",72104-Structural metal and platework fabricators and fitters,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Paber Aluminium Inc.,"Cap-St-Ignace, QC G0R 1H0",22302-Industrial engineering and manufacturing technologists and technicians,Unknown,2,2
Quebec                                                                     ,Low Wage            ,Paber Aluminium Inc.,"Cap-St-Ignace, QC G0R 1H0",72400-Construction millwrights and industrial mechanics,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Paber Aluminium Inc.,"Cap-St-Ignace, QC G0R 1H0",94101-Foundry workers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Paber Aluminium Inc.,"Cap-St-Ignace, QC G0R 1H0",94106-Machining tool operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pachagro inc.,"L�vis, QC G6V 6Y8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Palans et Outillages L�ger,"Montr�al, QC H1Z 3R2",72401-Heavy-duty equipment mechanics,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pales d'�oliennes LM Canada inc.,"Gasp�, QC G4X 2M1","94212-Plastic products assemblers, finishers and inspectors",Unknown,1,23
Quebec                                                                     ,Low Wage            ,PALETTES C.M.P.INC.,"COURCELLES, QC G0M 1C0",94211-Assemblers and inspectors of other wood products,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PALETTES RIVE-SUD INC,"LONGUEUIL, QC J4G 1Z1",94211-Assemblers and inspectors of other wood products,Unknown,1,6
Quebec                                                                     ,Low Wage            ,PARADIS PORTES D'ACIER INC,"L�vis, QC G6C 1E7",94211-Assemblers and inspectors of other wood products,Partnership,1,1
Quebec                                                                     ,Low Wage            ,Partagec Inc,"Qu�bec, QC G1C 0K9",13100-Administrative officers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pascal le boulanger,"Stoneham, QC G3C 2K6",63202-Bakers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Patate & persil Inc.,"Vaudreuil-Dorion, QC J7V 2K3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Patates Dolbec inc.,"Saint-Ubalde, QC G0A 4L0","94140-Process control and machine operators, food and beverage processing",Corporation,1,8
Quebec                                                                     ,Low Wage            ,Patenaude Fiscalit� + Fiducie inc.,"Montr�al, QC H2Y 2W2",42200-Paralegal and related occupations,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Patio Drummond Lt�e,"Drummondville, QC J2A 3W8",14403-Purchasing and inventory control workers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Patio Drummond Lt�e,"Drummondville, QC J2A 3W8","94213-Industrial painters, coaters and metal finishing process operators",Unknown,1,1
Quebec                                                                     ,Low Wage            ,P�tisserie Praline et Chocolat inc.,"Ch�teau-Richer, QC G0A 1N0",63202-Bakers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pavage Ste-Foy inc,"Qu�bec, QC G3K 1A6",75110-Construction trades helpers and labourers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pavage Uni-val Inc,"Laval, QC H7E 1A1",22220-Computer network and web technicians,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pavillon A.Thomassin,"Qu�bec, QC G1C 1G2",63200-Cooks,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PAVILLON BELLEVUE INC.,"LEVIS, QC G6V 9V2",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PAVILLON MONTFORT,"Montr�al, QC H1G 2J5","33102-Nurse aides, orderlies and patient service associates",Corporation,1,14
Quebec                                                                     ,Low Wage            ,PAVILLON STE-ANNE RSG INC.,"SAINT-CHARLES-BORROM�E, QC J6E 5B4","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Paysaco Inc.,"Boucherville, QC J4B 1V6",85121-Landscaping and grounds maintenance labourers,Unknown,1,33
Quebec                                                                     ,Low Wage            ,Paysage Lambert Inc.,"Sherbrooke, QC J1N 1H2",85121-Landscaping and grounds maintenance labourers,Unknown,1,8
Quebec                                                                     ,Low Wage            ,Paysagement Jardin Prestige Inc.,"Boucherville, QC J4B 7V2",85121-Landscaping and grounds maintenance labourers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Paysagement Marie-Victorin Inc.,"Saint-Pierre-Les-Becquets, QC G0X 2Z0",85121-Landscaping and grounds maintenance labourers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Paysagement Qualit� Inc,"Longueuil, QC J4H 3V6",85121-Landscaping and grounds maintenance labourers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Paysagiste Andr� Lussier Inc.,"Saint-Amable, QC J0L 1N0",85121-Landscaping and grounds maintenance labourers,Unknown,1,4
Quebec                                                                     ,Low Wage            ,Paysagiste LCLJ Inc,"Laval, QC H7X 3V2",22114-Landscape and horticulture technicians and specialists,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Paysagiste LCLJ Inc,"Laval, QC H7X 3V2",85121-Landscaping and grounds maintenance labourers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Paysagiste Northland inc,"Mont-Tremblant, QC J8E 1N6",85121-Landscaping and grounds maintenance labourers,Unknown,1,16
Quebec                                                                     ,Low Wage            ,PBE Expert,"Laval, QC H7L 5E9",72422-Electrical mechanics,Corporation,1,1
Quebec                                                                     ,Low Wage            ,PCR Plus 97,"Port-Cartier, QC G5B 1C9",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PCR Plus 97,"Port-Cartier, QC G5B 1C9",72106-Welders and related machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,P�cherie Manicouagan,"Les Escoumins, QC G0T 1K0",63200-Cooks,Corporation,1,3
Quebec                                                                     ,Low Wage            ,P�cherie Manicouagan inc.,"Baie-Comeau, QC G5C 1C7",63200-Cooks,Unknown,1,2
Quebec                                                                     ,Low Wage            ,P�cheries de l'Estuaire Inc.,"Rimouski, QC G5M 0M7",94142-Fish and seafood plant workers,Unknown,1,3
Quebec                                                                     ,Low Wage            ,P�cheries L�oMar inc.,"Havre-aux-Maisons, QC G4T 5M1",85121-Landscaping and grounds maintenance labourers,Unknown,2,2
Quebec                                                                     ,Low Wage            ,P�cheries L�oMar inc.,"Havre-aux-Maisons, QC G4T 5M1","92012-Supervisors, food and beverage processing",Unknown,1,1
Quebec                                                                     ,Low Wage            ,P�cheries L�oMar inc.,"Havre-aux-Maisons, QC G4T 5M1",95107-Labourers in fish and seafood processing,Unknown,5,126
Quebec                                                                     ,Low Wage            ,Pelican International Inc,"Laval, QC H7C 2T2","94212-Plastic products assemblers, finishers and inspectors",Unknown,1,12
Quebec                                                                     ,Low Wage            ,Pelouse et Jardin Express Inc.,"Salaberry de Valleyfield, QC J6S 2X5",85121-Landscaping and grounds maintenance labourers,Unknown,1,6
Quebec                                                                     ,Low Wage            ,Pelouses et Entretien Soucy Inc,"St-Bruno de Montarville, QC J3V 5R9",85121-Landscaping and grounds maintenance labourers,Unknown,1,15
Quebec                                                                     ,Low Wage            ,P�pini�re Abbotsford inc.,"st-paul d'abbotsford, QC J0E 1A0",85121-Landscaping and grounds maintenance labourers,Unknown,2,4
Quebec                                                                     ,Low Wage            ,P�pini�re cite des jeunes inc.,"Saint-Lazare, QC J7T 2A7",85121-Landscaping and grounds maintenance labourers,Unknown,1,6
Quebec                                                                     ,Low Wage            ,P�pini�re du Parc,"Saint-Mathieu-du-Parc, QC G0X 1N0",85121-Landscaping and grounds maintenance labourers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,P�pini�re et Paysages Marcel Marin inc.,"St-Augustin-de-Desmaures, QC G3A 1W7",85121-Landscaping and grounds maintenance labourers,Unknown,2,10
Quebec                                                                     ,Low Wage            ,Pepiniere Jacques-Cartier 1984 inc.,"Saint-Jean-sur-Richelieu, QC J3B 6Y8",85121-Landscaping and grounds maintenance labourers,Unknown,1,4
Quebec                                                                     ,Low Wage            ,P�pini�re Jardin 2000 inc,"SAINTE-JULIE, QC J3E 1Y2",85121-Landscaping and grounds maintenance labourers,Unknown,1,8
Quebec                                                                     ,Low Wage            ,Performance Hit Solution Inc,"Longueuil, QC J4K 3T6",62100-Technical sales specialists - wholesale trade,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Performance Laurentides inc.,"Mont-Laurier, QC J9L 1M8",65311-Specialized cleaners,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Petit Domicile de Charny,"L�vis (Qu�bec), QC G6X 3L7","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Petits Chanteurs de Trois-Rivi�res Inc.,"Trois-Rivi�res, QC G9A 4R9","50012-Recreation, sports and fitness program and service directors",Unknown,1,1
Quebec                                                                     ,Low Wage            ,PETITS ET GRANDS D�JEUNERS INC.,"QUEBEC, QC G1G 5X1",63200-Cooks,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PH Tech inc.,"L�vis, QC G6V 9G9",94111-Plastics processing machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pharmacie Injy Khalil et Sadad Shalaby S.E.N.C,"Montr�al, QC H2E 1S3",33103-Pharmacy technical assistants and pharmacy assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pharmacie Michael Attia INC,"Vaudreuil-Dorion, QC J7V 0L5",33103-Pharmacy technical assistants and pharmacy assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pi�ces d'auto Fernand Begin,"Saint-Philibert, QC G0M 1X0",14401-Storekeepers and partspersons,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pinard et Fr�re Jardinier inc,"SAINTE-MONIQUE, QC J0G 1N0",85121-Landscaping and grounds maintenance labourers,Corporation,1,2
Quebec                                                                     ,Low Wage            ,pizza miam's inc,"Qu�bec, QC G1V 4P9",63200-Cooks,Corporation,2,2
Quebec                                                                     ,Low Wage            ,Pizzeria Kurde,"Repentigny, QC J6A 2T9",63200-Cooks,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Pizz�ria Stratos,"Drummondville, QC J2A 1B5",63200-Cooks,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pizz�ria Stratos,"Drummondville, QC J2A 1B5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Placage au chrome de montr�al,"Montr�al-Nord, QC H1P 1A1",72422-Electrical mechanics,Corporation,1,1
Quebec                                                                     ,Low Wage            ,PLACE COATICOOK INC.,"COATICOOK, QC J1A 2Y7",63200-Cooks,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Plaisirs Gastronomiques inc,"Boisbriand, QC J7H 1R5",95106-Labourers in food and beverage processing,Unknown,2,2
Quebec                                                                     ,Low Wage            ,plan�te des touts-petits Inc.,"st jean sur richelieu, QC J2W 1C5",42202-Early childhood educators and assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Plastiques Gagnon,"Saint-Jean-Port-Joli, QC G0R  3G","94212-Plastic products assemblers, finishers and inspectors",Corporation,1,2
Quebec                                                                     ,Low Wage            ,Plastiques Gagnon,"SAINT-JEAN-PORT-JOLI, QC G0R 3G0",14401-Storekeepers and partspersons,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Plastiques Gagnon,"SAINT-JEAN-PORT-JOLI, QC G0R 3G0",94111-Plastics processing machine operators,Corporation,3,3
Quebec                                                                     ,Low Wage            ,Plastiques Horizon,"Saint-Lazare, QC G0R  3J",22302-Industrial engineering and manufacturing technologists and technicians,Corporation,1,2
Quebec                                                                     ,Low Wage            ,PLASTIQUES YS INC.,"Farnham, QC J2N 3G4",94122-Paper converting machine operators,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Plate 2000 inc.,"SAINT-ANSELME, QC G0R 2N0","94213-Industrial painters, coaters and metal finishing process operators",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Plessitech inc,"Plessisville, QC G6L 2Y6",72106-Welders and related machine operators,Unknown,1,5
Quebec                                                                     ,Low Wage            ,Plessitech inc,"Plessisville, QC G6L 2Y6",72400-Construction millwrights and industrial mechanics,Unknown,1,3
Quebec                                                                     ,Low Wage            ,Pneus Andr� Ouellet,"Montmagny, QC G5V 0A5",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PNEUS D.M.R. INC.,"St-Augustin-de-Desmaures, QC G3A 2R1",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,6
Quebec                                                                     ,Low Wage            ,Pneus Goulet Inc,"Sherbrooke, QC J1N 3K1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pneus St-David inc,"L�vis, QC G6W 1H9",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,POIRIER CHRYSLER JEEP DODGE LT�E,"Rouyn-Noranda, QC J9X 6M6","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Poisson Sal� Gasp�sien Lt�e,"Grande-Rivi�re, QC G0C 1V0",95107-Labourers in fish and seafood processing,Unknown,2,44
Quebec                                                                     ,Low Wage            ,Poissonnerie du Havre Lt�e.,"Havre-Saint-Pierre, QC G0G 1P0",65202-Meat cutters and fishmongers - retail and wholesale,Unknown,1,3
Quebec                                                                     ,Low Wage            ,Poissonnerie du Havre Lt�e.,"Havre-Saint-Pierre, QC G0G 1P0",94142-Fish and seafood plant workers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Poissonnerie du Havre Lt�e.,"Havre-Saint-Pierre, QC G0G 1P0",95107-Labourers in fish and seafood processing,Unknown,2,12
Quebec                                                                     ,Low Wage            ,Poissonnerie Jean-Guy Laprise. Inc,"CHUTE-AUX-OUTARDES, QC G0H 1C0",94142-Fish and seafood plant workers,Unknown,1,4
Quebec                                                                     ,Low Wage            ,Polybois inc.,"Thetford Mines, QC G6G 7K7",72311-Cabinetmakers,Unknown,3,8
Quebec                                                                     ,Low Wage            ,Poly-Gestion Beauport Inc.,"Ch�teau-Richer, QC G0A 1N0","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Porc du Rang 4,"ST-AMBROISE-DE-KILDARE, QC J0K 1C0",95106-Labourers in food and beverage processing,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Portes ARD,"LACHUTE, QC J8H 4N6","94212-Plastic products assemblers, finishers and inspectors",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Portes et Fen�tres Isothermic Inc.,"Thetford Mines, QC G6G 0P6",94211-Assemblers and inspectors of other wood products,Unknown,1,2
Quebec                                                                     ,Low Wage            ,"Poseidon ""Les Poissons et Crustac�s""Inc","Longue-Pointe de Mingan, QC G0G 1V0",95107-Labourers in fish and seafood processing,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Posimage inc,"L'ancienne-Lorette, QC G2E 5W2",94211-Assemblers and inspectors of other wood products,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Poulet rouge,"Laval, QC H7P  0J","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec                                                                     ,Low Wage            ,Powerflow Canada Inc.,"Magog, QC J1X 7J7",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Premier Horticulture Lt�e,"Rivi�re-du-Loup, QC G5R 6C1",73400-Heavy equipment operators,Unknown,1,7
Quebec                                                                     ,Low Wage            ,Premier Nettoyage Inc.,"C�TE SAINT-LUC, QC H3X 2T8",65310-Light duty cleaners,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pr�scolaire Montessori de Gatineau inc.,"Gatineau, QC J8Y 4B7",42202-Early childhood educators and assistants,Corporation,1,2
Quebec                                                                     ,Low Wage            ,Prestige esth�tique auto Sherbrooke,"Sherbrooke, QC J1N  2A",72102-Sheet metal workers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,"Prestige Gabriel St-Laurent, S.E.C.","St-Laurent, QC H4T 1A1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,4
Quebec                                                                     ,Low Wage            ,Prestige M�tal inc.,"QUEBEC, QC G1N 4B1","94213-Industrial painters, coaters and metal finishing process operators",Unknown,1,1
Quebec                                                                     ,Low Wage            ,PR�VENTION R�PARATION M�CANIQUE INC.,"Qu�bec, QC G1C 1C7","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,2,2
Quebec                                                                     ,Low Wage            ,Preverco,"Saint-Augustin-de-Desmaures, QC G3A 2E5","95103-Labourers in wood, pulp and paper processing",Unknown,1,3
Quebec                                                                     ,Low Wage            ,Pro Clean Qu�bec inc.,"Qu�bec, QC G1W 3A7",65310-Light duty cleaners,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pro Solution,"Vaudreuil-Dorion, QC J7V 0M7","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Corporation,1,1
Quebec                                                                     ,Low Wage            ,Produc-Sol inc,"Val-Alain, QC G0S 3H0",73300-Transport truck drivers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PRODUCTIONS FAMOUS INC.,"MONT-TREMBLANT, QC J8E 3J8",63200-Cooks,Unknown,1,2
Quebec                                                                     ,Low Wage            ,PRODUCTIONS LA FAYETTE INC.,"Mirabel, QC J7N 1E5",63202-Bakers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Produit Forestier D&G- Usine de Seconde Transformation St-C�me,"Qu�bec, QC G0M 1M0",94124-Woodworking machine operators,Unknown,2,3
Quebec                                                                     ,Low Wage            ,Produits Alimentaire LM inc,"L�vis, QC G6W 5M6",63200-Cooks,Unknown,1,1
Quebec                                                                     ,Low Wage            ,PRODUITS ALIMENTAIRES VIAU INC.,"Laval, QC H7C 2V2","94141-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,1
Quebec                                                                     ,Low Wage            ,PRODUITS DE CONSTRUCTION DERBY,"St-Augustin-de-Desmaures, QC G3A 2K1",95104-Labourers in rubber and plastic products manufacturing,Unknown,3,7
Quebec                                                                     ,Low Wage            ,Produits d'�rable Prestige inc,"St-Eus�be, QC G0L 2Y0",95106-Labourers in food and beverage processing,Unknown,1,12
Quebec                                                                     ,Low Wage            ,Produits forestiers R�solu,"Montr�al, QC H3B 2N2",94124-Woodworking machine operators,Unknown,3,10
Quebec                                                                     ,Low Wage            ,Produits Neptune Inc,"St-Hyacinthe, QC J2S 1H3","94212-Plastic products assemblers, finishers and inspectors",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Produits Proflex inc.,"Drummondville, QC J2C 0C1",94111-Plastics processing machine operators,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Produits re-Plast Inc.,"Notre-Dame-du-Bon-Conseil, QC J0C 1A0","92013-Supervisors, plastic and rubber products manufacturing",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Produits re-Plast Inc.,"Notre-Dame-du-Bon-Conseil, QC J0C 1A0",94111-Plastics processing machine operators,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Produits Thermovision Inc,"Saint-Jean-Sur-Richelieu, QC J3B 7X4",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Produits Zinda Canada Inc.,"Candiac, QC J5R 6X1",95106-Labourers in food and beverage processing,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Profil Jardins Inc.,"Sherbrooke, QC J1C 0J8",85121-Landscaping and grounds maintenance labourers,Unknown,1,5
Quebec                                                                     ,Low Wage            ,Progazon Brossard,"Brossard, QC J4Y 3A5",85121-Landscaping and grounds maintenance labourers,Corporation,1,10
Quebec                                                                     ,Low Wage            ,Progazon LB inc.,"Longueuil, QC J4K 1J6",85121-Landscaping and grounds maintenance labourers,Unknown,1,7
Quebec                                                                     ,Low Wage            ,Progazon St-Lambert,"Saint-Lambert, QC J4R 1A7",85121-Landscaping and grounds maintenance labourers,Corporation,1,5
Quebec                                                                     ,Low Wage            ,Pro-Imm Qu�bec Inc.,"montr�al, QC H3M 1E8",72311-Cabinetmakers,Partnership,1,1
